,Customer_ID,Age,AnnualIncome,Account_Balance,CreditScore,Tenure,City,Segment,Channel,datetime,Active,RiskLevel,MonthlySpend,Transactions,SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
535,100807,37,170282,170282,686,12,Bangalore,value,Online,2021-04-13 00:00:00,No,Medium,2107,63,9.2,1.70282,14190.166666666666,12083.166666666666,1.0
536,100273,28,139999,139999,344,8,Chennai,Premium,Mobile,2025-03-27 00:00:00,Yes,High,24646,91,2.8,1.39999,11666.583333333334,-12979.416666666666,1.0
537,101581,20,103258,103258,306,7,Bangalore,Premium,Agent,2022-04-26 00:00:00,No,High,7275,37,2.0,1.03258,8604.833333333334,1329.833333333334,1.0
538,100716,29,144891,144891,546,3,Bangalore,SME,Mobile,2023-05-12 00:00:00,,High,21591,20,3.7,1.44891,12074.25,-9516.75,1.0
539,101519,47,233526,233526,810,8,Pune,SME,Mobile,2025-03-06 00:00:00,Yes,Low,9940,13,9.4,2.33526,19460.5,9520.5,1.0
540,100372,50,27920,27920,847,6,Hyderabad,Premium,Agent,2024-08-28 00:00:00,Yes,Low,47061,103,7.8,0.2792,2326.6666666666665,-44734.333333333336,1.0
541,100223,25,69859,69859,646,6,Delhi,Premium,Branch,,Yes,Medium,16850,85,6.7,0.69859,5821.583333333333,-11028.416666666668,1.0
542,100746,48,211898,211898,433,5,Delhi,SME,Online,2025-06-14 00:00:00,No,High,34799,24,3.4,2.11898,17658.166666666668,-17140.833333333332,1.0
543,100582,47,225641,225641,478,12,Pune,SME,Mobile,2022-12-26 00:00:00,Yes,High,18978,95,5.595907928388747,2.25641,18803.416666666668,-174.58333333333212,1.0
544,101104,39,245169,245169,596,3,Bangalore,Corporate,Branch,2022-11-29 00:00:00,No,Medium,1506,142,6.1,2.45169,20430.75,18924.75,1.0
545,100519,62,191129,191129,739,4,Bangalore,Retail,Mobile,2025-01-09 00:00:00,Yes,Low,18278,81,3.7,1.91129,15927.416666666666,-2350.583333333334,1.0
546,100335,58,106941,106941,792,5,Chennai,Premium,Branch,2023-04-22 00:00:00,Yes,Low,13546,46,6.3,1.06941,8911.75,-4634.25,1.0
547,101925,42,41288,41288,629,4,Mumbai,Corporate,Branch,2023-12-14 00:00:00,Yes,Medium,43876,65,7.1,0.41288,3440.6666666666665,-40435.333333333336,1.0
548,101335,23,179834,179834,526,9,hyderabad,Retail,Mobile,2025-02-13 00:00:00,Yes,High,1558,121,1.5,1.79834,14986.166666666666,13428.166666666666,1.0
549,101158,51,232367,232367,452,10,,Retail,Branch,2022-01-30 00:00:00,Yes,High,9614,93,4.7,2.32367,19363.916666666668,9749.916666666668,1.0
550,101955,37,174302,174302,830,9,Delhi,Premium,Online,2023-05-24 00:00:00,Yes,Low,32314,96,8.0,1.74302,14525.166666666666,-17788.833333333336,1.0
551,100016,53,89772,89772,577,9,kolkata,Premium,Agent,2024-04-24 00:00:00,Yes,Medium,2449,87,9.8,0.89772,7481.0,5032.0,1.0
552,100702,47,200211,200211,828,0,Chennai,SME,Agent,2025-01-14 00:00:00,Yes,Low,30984,53,10.0,2.00211,16684.25,-14299.75,1.0
553,101860,57,228838,228838,457,8,Delhi,Retail,Agent,2022-07-20 00:00:00,Yes,High,41557,83,3.1,2.28838,19069.833333333332,-22487.166666666668,1.0
554,101872,42,59228,59228,822,0,Mumbai,Retail,Mobile,2021-02-13 00:00:00,Yes,Low,32477,5,9.7,0.59228,4935.666666666667,-27541.333333333332,1.0
555,101720,18,180289,180289,325,13,Hyderabad,SME,Online,2021-03-10 00:00:00,Yes,High,10611,74,3.5,1.80289,15024.083333333334,4413.083333333334,1.0
556,101681,47,58380,58380,819,10,Kolkata,SME,Agent,2025-05-13 00:00:00,Yes,Low,44764,46,3.1,0.5838,4865.0,-39899.0,1.0
557,100937,22,211321,211321,709,2,Bangalore,Retail,Mobile,2024-03-01 00:00:00,Yes,Low,46790,80,1.6,2.11321,17610.083333333332,-29179.916666666668,1.0
558,100466,59,145585,145585,393,3,Chennai,Premium,Agent,2022-09-07 00:00:00,Yes,High,4079,80,7.3,1.45585,12132.083333333334,8053.083333333334,1.0
559,101823,40,47746,47746,473,2,Delhi,Corporate,Agent,2023-01-30 00:00:00,No,High,24646,88,7.5,0.47746,3978.8333333333335,-20667.166666666668,1.0
560,100200,45,109976,109976,570,12,hyderabad,Premium,Mobile,2024-08-05 00:00:00,No,High,43904,51,1.5,1.09976,9164.666666666666,-34739.333333333336,1.0
561,101232,50,145029,145029,337,12,Delhi,Premium,Online,2024-02-17 00:00:00,Yes,High,31027,36,4.8,1.45029,12085.75,-18941.25,1.0
562,101079,43,153563,153563,450,14,bangalore,Retail,Online,,Yes,High,48065,111,2.2,1.53563,12796.916666666666,-35268.083333333336,1.0
563,101351,53,215868,215868,846,1,Hyderabad,Corporate,Agent,2022-07-06 00:00:00,No,Low,10320,49,1.0,2.15868,17989.0,7669.0,1.0
564,101327,19,171451,171451,365,2,Delhi,Premium,Online,2024-01-11 00:00:00,No,High,24354,94,8.4,1.71451,14287.583333333334,-10066.416666666666,1.0
565,101667,60,62711,62711,374,0,Bangalore,SME,Branch,2023-01-06 00:00:00,No,High,36956,54,2.6,0.62711,5225.916666666667,-31730.083333333332,1.0
566,101353,55,117197,117197,816,13,Delhi,SME,Mobile,,No,Low,24834,77,1.3,1.17197,9766.416666666666,-15067.583333333334,1.0
567,101429,66,164401,164401,320,13,Kolkata,Retail,Agent,2021-03-01 00:00:00,Yes,High,16104,53,9.8,1.64401,13700.083333333334,-2403.916666666666,1.0
568,101442,40,108369,108369,342,4,Delhi,value,Mobile,2022-04-06 00:00:00,No,High,38269,140,2.5,1.08369,9030.75,-29238.25,1.0
569,101360,21,215736,215736,536,5,Mumbai,Retail,Online,2023-06-25 00:00:00,No,High,28088,28,7.6,2.15736,17978.0,-10110.0,1.0
570,100693,54,210763,210763,667,10,Mumbai,Retail,Branch,2021-05-24 00:00:00,Yes,Medium,37906,22,6.8,2.10763,17563.583333333332,-20342.416666666668,1.0
571,100589,43,136279,136279,364,7,Chennai,SME,Mobile,2025-03-15 00:00:00,Yes,High,13900,63,6.6,1.36279,11356.583333333334,-2543.416666666666,1.0
572,100044,72,139999,139999,840,9,Mumbai,Retail,Agent,2023-05-16 00:00:00,No,Low,13192,99,2.9,1.39999,11666.583333333334,-1525.416666666666,1.0
573,100275,34,230391,230391,369,13,Kolkata,Retail,Branch,2024-11-13 00:00:00,No,High,29787,69,5.0,2.30391,19199.25,-10587.75,1.0
574,101122,47,121722,121722,778,4,Chennai,Corporate,Branch,2022-05-08 00:00:00,No,High,1369,84,9.7,1.21722,10143.5,8774.5,1.0
575,100102,62,193383,193383,474,1,Hyderabad,SME,Online,2022-07-01 00:00:00,Yes,High,13007,55,9.7,1.93383,16115.25,3108.25,1.0
576,101006,47,206403,206403,370,5,Mumbai,Premium,Mobile,2022-09-30 00:00:00,Yes,High,5194,136,3.2,2.06403,17200.25,12006.25,1.0
577,101310,57,187728,187728,782,13,Pune,SME,Mobile,2025-12-06 00:00:00,Yes,Low,3661,76,4.4,1.87728,15644.0,11983.0,1.0
578,101211,66,95119,95119,718,15,Hyderabad,Corporate,Branch,2022-06-02 00:00:00,Yes,Low,9535,111,6.8,0.95119,7926.583333333333,-1608.416666666667,1.0
579,100108,42,203589,203589,795,13,Hyderabad,Retail,Branch,2024-07-24 00:00:00,Yes,Low,7691,61,8.0,2.03589,16965.75,9274.75,1.0
580,101805,33,249884,249884,432,6,Mumbai,Retail,Agent,2024-12-06 00:00:00,Yes,High,42436,12,7.5,2.49884,20823.666666666668,-21612.333333333332,1.0
581,100498,39,176409,176409,396,3,Delhi,Corporate,Agent,2023-12-20 00:00:00,Yes,High,9192,46,7.6,1.76409,14700.75,5508.75,1.0
582,100675,74,70379,70379,400,10,Hyderabad,Retail,Branch,2022-01-25 00:00:00,Yes,High,18239,3,9.8,0.70379,5864.916666666667,-12374.083333333332,1.0
583,100915,66,112468,112468,642,6,Chennai,value,Branch,2022-07-13 00:00:00,Yes,High,3037,100,4.8,1.12468,9372.333333333334,6335.333333333334,1.0
584,100782,39,119018,119018,638,9,Hyderabad,Premium,Agent,2022-02-03 00:00:00,Yes,Medium,21316,66,2.7,1.19018,9918.166666666666,-11397.833333333334,1.0
585,100728,22,221501,221501,476,1,Delhi,SME,Branch,2025-09-04 00:00:00,Yes,High,24646,79,5.595907928388747,2.21501,18458.416666666668,-6187.583333333332,1.0
586,101132,72,192296,192296,565,7,Kolkata,Corporate,Online,2022-08-26 00:00:00,Yes,High,36793,53,6.7,1.92296,16024.666666666666,-20768.333333333336,1.0
587,101324,50,44873,44873,540,5,Mumbai,SME,Agent,2023-04-05 00:00:00,No,High,27122,129,5.595907928388747,0.44873,3739.4166666666665,-23382.583333333332,1.0
588,101778,61,183588,183588,545,10,Kolkata,Premium,Mobile,2024-10-09 00:00:00,Yes,High,3686,137,2.1,1.83588,15299.0,11613.0,1.0
589,100839,37,200915,200915,496,8,Kolkata,Premium,Mobile,2023-08-31 00:00:00,,High,20365,76,5.595907928388747,2.00915,16742.916666666668,-3622.083333333332,1.0
590,100073,34,93344,93344,523,9,Chennai,SME,Agent,2024-06-20 00:00:00,Yes,High,29574,84,8.8,0.93344,7778.666666666667,-21795.333333333332,1.0
591,100820,50,35756,35756,721,10,Delhi,Corporate,Online,2024-05-04 00:00:00,Yes,Low,20484,83,6.3,0.35756,2979.6666666666665,-17504.333333333332,1.0
592,101240,55,184116,184116,688,1,Kolkata,Corporate,Branch,2025-05-08 00:00:00,No,Medium,42876,140,7.8,1.84116,15343.0,-27533.0,1.0
593,101193,72,84765,84765,503,2,Mumbai,SME,Agent,2022-08-22 00:00:00,Yes,High,37869,139,9.2,0.84765,7063.75,-30805.25,1.0
594,100655,25,139999,139999,355,12,Pune,Retail,Branch,,Yes,High,30013,140,6.2,1.39999,11666.583333333334,-18346.416666666664,1.0
595,100482,63,207958,207958,624,15,Delhi,Retail,Mobile,2022-12-16 00:00:00,No,Medium,31610,88,1.2,2.07958,17329.833333333332,-14280.166666666668,1.0
596,101092,65,78352,78352,767,5,Delhi,Premium,Agent,2023-02-16 00:00:00,Yes,Low,15766,29,9.1,0.78352,6529.333333333333,-9236.666666666668,1.0
597,100507,71,195102,195102,843,1,,Retail,Online,2021-10-03 00:00:00,No,Low,24646,65,4.0,1.95102,16258.5,-8387.5,1.0
598,101602,31,34283,34283,833,10,Pune,Corporate,Mobile,2021-04-05 00:00:00,Yes,Low,49257,39,6.2,0.34283,2856.9166666666665,-46400.083333333336,1.0
599,101853,52,177850,177850,678,15,Chennai,value,Branch,2023-01-23 00:00:00,No,Medium,15522,105,4.9,1.7785,14820.833333333334,-701.1666666666661,1.0
600,100030,29,139999,139999,389,3,Chennai,SME,Mobile,2024-12-07 00:00:00,Yes,High,24646,64,1.0,1.39999,11666.583333333334,-12979.416666666666,1.0
601,100766,57,41014,41014,581,3,Mumbai,Retail,Online,2025-07-10 00:00:00,Yes,Medium,42428,97,5.5,0.41014,3417.8333333333335,-39010.166666666664,1.0
602,101587,51,139999,139999,754,11,Chennai,Premium,Agent,2025-03-10 00:00:00,No,Low,41660,23,2.4,1.39999,11666.583333333334,-29993.416666666664,1.0
603,101011,47,148279,148279,570,8,kolkata,Premium,Branch,2024-03-25 00:00:00,Yes,Medium,16610,77,4.2,1.48279,12356.583333333334,-4253.416666666666,1.0
604,100312,42,157997,157997,566,10,Mumbai,Retail,Online,2022-07-25 00:00:00,Yes,Medium,34070,92,8.3,1.57997,13166.416666666666,-20903.583333333336,1.0
605,100858,27,123540,123540,759,9,Hyderabad,Corporate,Mobile,2022-04-26 00:00:00,Yes,Low,48491,100,2.0,1.2354,10295.0,-38196.0,1.0
606,100406,22,51958,51958,582,8,Chennai,Retail,Agent,2025-01-11 00:00:00,Yes,Medium,36931,98,2.4,0.51958,4329.833333333333,-32601.166666666668,1.0
607,100753,28,106571,106571,633,10,Mumbai,Premium,Branch,2022-08-05 00:00:00,Yes,Medium,18749,43,7.9,1.06571,8880.916666666666,-9868.083333333334,1.0
608,101207,21,114489,114489,587,6,Pune,Premium,Mobile,2023-06-22 00:00:00,Yes,Medium,6053,143,3.8,1.14489,9540.75,3487.75,1.0
609,100310,45,82660,82660,820,5,Mumbai,SME,Branch,2023-11-19 00:00:00,YES,Low,39040,67,3.6,0.8266,6888.333333333333,-32151.666666666668,1.0
610,100227,50,147413,147413,832,14,pune,Retail,Agent,2023-02-05 00:00:00,Yes,Low,19029,148,1.5,1.47413,12284.416666666666,-6744.583333333334,1.0
611,101733,56,139999,139999,554,3,Chennai,Corporate,Branch,2021-09-28 00:00:00,Yes,High,14592,100,8.0,1.39999,11666.583333333334,-2925.416666666666,1.0
612,101815,62,75939,75939,592,15,Pune,Retail,Online,2021-08-26 00:00:00,Yes,Medium,24646,68,3.6,0.75939,6328.25,-18317.75,1.0
613,101560,51,43474,43474,835,2,,Premium,Online,2023-03-26 00:00:00,No,High,40385,82,6.8,0.43474,3622.8333333333335,-36762.166666666664,1.0
614,100856,47,166826,166826,307,2,Pune,Corporate,Agent,2025-01-01 00:00:00,No,High,19667,16,6.3,1.66826,13902.166666666666,-5764.833333333334,1.0
615,101048,57,141981,141981,358,7,Chennai,SME,Mobile,2023-05-11 00:00:00,Yes,High,17807,50,7.4,1.41981,11831.75,-5975.25,1.0
616,100149,57,200136,200136,767,15,Kolkata,Corporate,Online,2023-07-29 00:00:00,Yes,Low,11905,11,3.1,2.00136,16678.0,4773.0,1.0
617,101798,25,112960,112960,796,2,Hyderabad,Corporate,Online,2022-03-30 00:00:00,No,Low,45607,74,4.6,1.1296,9413.333333333334,-36193.666666666664,1.0
618,101081,44,189433,189433,464,1,Bangalore,Retail,Online,2025-08-29 00:00:00,Yes,High,15906,57,1.8,1.89433,15786.083333333334,-119.91666666666606,1.0
619,100862,55,139999,139999,535,4,Pune,Corporate,Agent,unknown,NO,High,5016,78,6.2,1.39999,11666.583333333334,6650.583333333334,1.0
620,100846,32,50592,50592,566,6,Delhi,Corporate,Branch,,Yes,Medium,8623,28,4.0,0.50592,4216.0,-4407.0,1.0
621,101390,47,222149,222149,386,14,Hyderabad,Corporate,Agent,2023-07-21 00:00:00,No,High,25880,76,6.1,2.22149,18512.416666666668,-7367.583333333332,1.0
622,100576,46,198359,198359,739,9,Mumbai,SME,Agent,2023-01-03 00:00:00,Yes,Low,38345,145,9.9,1.98359,16529.916666666668,-21815.083333333332,1.0
623,100558,57,113009,113009,833,13,pune,Retail,Branch,2021-11-02 00:00:00,No,Low,24324,117,2.0,1.13009,9417.416666666666,-14906.583333333334,1.0
624,100722,69,96031,96031,732,5,Delhi,Retail,Online,2021-12-23 00:00:00,Yes,Low,40842,25,8.0,0.96031,8002.583333333333,-32839.416666666664,1.0
625,101913,18,90087,90087,850,1,Delhi,SME,Mobile,2025-06-06 00:00:00,Yes,Low,3944,95,6.9,0.90087,7507.25,3563.25,1.0
626,101988,34,67604,67604,805,14,Kolkata,SME,Online,,Yes,Low,25733,68,1.7,0.67604,5633.666666666667,-20099.333333333332,1.0
627,101732,66,147232,147232,790,8,Bangalore,Premium,Agent,2022-02-16 00:00:00,Yes,Low,13296,144,4.4,1.47232,12269.333333333334,-1026.666666666666,1.0
628,101980,52,160450,160450,402,4,Delhi,SME,Branch,2022-08-27 00:00:00,Yes,High,5527,103,7.8,1.6045,13370.833333333334,7843.833333333334,1.0
629,100994,55,211749,211749,611,7,delhi,Retail,Mobile,,Yes,High,36425,9,8.4,2.11749,17645.75,-18779.25,1.0
630,100287,26,139999,139999,815,3,Pune,Retail,Branch,2021-09-05 00:00:00,Yes,Low,36196,8,1.8,1.39999,11666.583333333334,-24529.416666666664,1.0
631,101636,26,113664,113664,528,15,Mumbai,Corporate,Mobile,2022-06-07 00:00:00,Yes,High,33662,66,1.7,1.13664,9472.0,-24190.0,1.0
632,101722,70,57994,57994,425,5,Chennai,Premium,Branch,2023-01-18 00:00:00,Yes,High,38384,111,9.2,0.57994,4832.833333333333,-33551.166666666664,1.0
633,100629,52,178515,178515,429,4,Chennai,Corporate,Agent,not_a_date,No,High,24646,69,8.0,1.78515,14876.25,-9769.75,1.0
634,100599,27,92203,92203,315,14,Kolkata,Corporate,Mobile,2023-04-25 00:00:00,Yes,High,26074,131,3.7,0.92203,7683.583333333333,-18390.416666666668,1.0
635,100966,56,202731,202731,339,13,Mumbai,Premium,Online,2021-02-09 00:00:00,Yes,High,16017,15,3.2,2.02731,16894.25,877.25,1.0
636,101594,63,139999,139999,355,2,Delhi,Premium,Mobile,2025-11-23 00:00:00,No,High,21600,39,7.6,1.39999,11666.583333333334,-9933.416666666666,1.0
637,101669,21,36116,36116,361,7,Kolkata,value,Branch,2022-08-29 00:00:00,No,High,22618,3,8.4,0.36116,3009.6666666666665,-19608.333333333332,1.0
638,101619,19,196033,196033,584,15,Chennai,Corporate,Online,2021-12-25 00:00:00,Yes,Medium,23273,84,6.8,1.96033,16336.083333333334,-6936.916666666666,1.0
639,101076,51,35749,35749,545,1,Kolkata,Corporate,Online,2024-04-28 00:00:00,Yes,High,24918,124,6.1,0.35749,2979.0833333333335,-21938.916666666668,1.0
640,101256,19,118980,118980,367,1,Mumbai,Corporate,Agent,2021-07-23 00:00:00,No,High,27811,147,6.1,1.1898,9915.0,-17896.0,1.0
641,100835,54,139999,139999,384,7,Mumbai,Corporate,Agent,2026-01-12 00:00:00,Yes,High,703,86,9.7,1.39999,11666.583333333334,10963.583333333334,1.0
642,100938,55,204967,204967,713,8,Pune,Premium,Agent,2024-09-19 00:00:00,Yes,Low,47767,138,9.1,2.04967,17080.583333333332,-30686.416666666668,1.0
643,100783,69,139999,139999,808,7,Mumbai,Retail,Branch,2025-01-11 00:00:00,No,Low,5393,146,5.3,1.39999,11666.583333333334,6273.583333333334,1.0
644,101230,36,55841,55841,701,13,Kolkata,Retail,Online,2022-05-24 00:00:00,Yes,Low,24646,76,6.1,0.55841,4653.416666666667,-19992.583333333332,1.0
645,101853,52,177850,177850,678,15,Chennai,value,Branch,2023-01-23 00:00:00,No,Medium,15522,105,4.9,1.7785,14820.833333333334,-701.1666666666661,1.0
646,100610,47,28712,28712,737,11,Kolkata,Premium,Online,2025-02-14 00:00:00,No,Low,17045,81,7.3,0.28712,2392.6666666666665,-14652.333333333334,1.0
647,101432,75,79220,79220,345,9,Chennai,Retail,Branch,2025-06-25 00:00:00,Yes,High,42261,81,1.6,0.7922,6601.666666666667,-35659.333333333336,1.0
648,100825,61,150703,150703,313,6,Mumbai,Premium,Online,2024-06-08 00:00:00,Yes,High,31457,84,2.3,1.50703,12558.583333333334,-18898.416666666664,1.0
649,101451,40,67963,67963,570,5,Chennai,Premium,Mobile,2023-10-18 00:00:00,Yes,High,35739,55,2.6,0.67963,5663.583333333333,-30075.416666666668,1.0
650,101037,64,124853,124853,812,6,Delhi,Retail,Mobile,2022-12-13 00:00:00,Yes,Low,20523,118,4.4,1.24853,10404.416666666666,-10118.583333333334,1.0
651,100494,39,156691,156691,721,12,Kolkata,Retail,Mobile,2022-09-12 00:00:00,Yes,Low,44788,100,3.0,1.56691,13057.583333333334,-31730.416666666664,1.0
652,101588,52,55651,55651,575,14,Pune,Retail,Mobile,2021-07-05 00:00:00,Yes,Medium,23445,28,7.2,0.55651,4637.583333333333,-18807.416666666668,1.0
653,100278,22,60488,60488,850,2,Bangalore,SME,Online,2022-10-01 00:00:00,No,High,30996,48,7.2,0.60488,5040.666666666667,-25955.333333333332,1.0
654,101886,72,167312,167312,337,5,Hyderabad,Retail,Agent,2024-04-15 00:00:00,No,High,16106,26,6.0,1.67312,13942.666666666666,-2163.333333333334,1.0
655,100359,42,53380,53380,841,6,Chennai,Corporate,Branch,2022-07-25 00:00:00,No,High,44575,89,9.4,0.5338,4448.333333333333,-40126.666666666664,1.0
656,101673,62,157970,157970,554,13,Mumbai,Retail,Branch,2025-08-27 00:00:00,No,Medium,7588,86,1.9,1.5797,13164.166666666666,5576.166666666666,1.0
657,100237,58,129101,129101,357,8,Chennai,SME,Agent,2022-10-26 00:00:00,No,High,3674,125,3.6,1.29101,10758.416666666666,7084.416666666666,1.0
658,100552,64,149398,149398,668,12,Hyderabad,Corporate,Agent,2021-01-20 00:00:00,Yes,Medium,34965,106,8.5,1.49398,12449.833333333334,-22515.166666666664,1.0
659,101907,27,122136,122136,515,14,Chennai,Corporate,Online,2024-09-15 00:00:00,Yes,High,24646,133,3.4,1.22136,10178.0,-14468.0,1.0
660,100931,72,212226,212226,439,7,Mumbai,Retail,Online,2024-06-28 00:00:00,No,High,2773,33,2.4,2.12226,17685.5,14912.5,1.0
661,100209,45,140672,140672,651,1,Chennai,SME,Branch,2025-11-29 00:00:00,Yes,Medium,14799,13,2.4,1.40672,11722.666666666666,-3076.333333333334,1.0
662,101415,50,215864,215864,446,2,Kolkata,SME,Online,2023-06-25 00:00:00,Yes,High,43879,137,7.9,2.15864,17988.666666666668,-25890.333333333332,1.0
663,101592,49,92263,92263,300,0,Pune,Retail,Online,not_a_date,No,High,14313,47,6.0,0.92263,7688.583333333333,-6624.416666666667,1.0
664,100059,75,189202,189202,495,11,Mumbai,Retail,Online,2022-06-26 00:00:00,Yes,High,36123,57,8.9,1.89202,15766.833333333334,-20356.166666666664,1.0
665,100632,68,134834,134834,846,7,Kolkata,Premium,Branch,2025-11-20 00:00:00,,Low,27872,59,7.2,1.34834,11236.166666666666,-16635.833333333336,1.0
666,101616,53,52624,52624,320,14,Mumbai,SME,Mobile,2025-06-12 00:00:00,Yes,High,40038,56,6.9,0.52624,4385.333333333333,-35652.666666666664,1.0
667,101899,70,151888,151888,686,14,Chennai,Corporate,Mobile,2025-10-25 00:00:00,Yes,Medium,8253,93,4.7,1.51888,12657.333333333334,4404.333333333334,1.0
668,101609,24,121468,121468,591,3,Delhi,Retail,Branch,2023-06-02 00:00:00,No,Medium,20709,108,7.6,1.21468,10122.333333333334,-10586.666666666666,1.0
669,100364,19,139994,139994,531,4,Mumbai,Retail,Online,2021-06-04 00:00:00,Yes,High,45513,136,6.8,1.39994,11666.166666666666,-33846.833333333336,1.0
670,100506,32,236968,236968,358,12,Mumbai,SME,Online,2025-12-04 00:00:00,Yes,High,18979,69,1.7,2.36968,19747.333333333332,768.3333333333321,1.0
671,101493,41,188663,188663,547,8,Hyderabad,Retail,Branch,2023-09-30 00:00:00,No,High,32863,9,1.6,1.88663,15721.916666666666,-17141.083333333336,1.0
672,101147,42,165938,165938,829,0,Chennai,SME,Mobile,2024-02-02 00:00:00,Yes,Low,24312,15,5.595907928388747,1.65938,13828.166666666666,-10483.833333333334,1.0
673,101709,27,157197,157197,651,6,Mumbai,SME,Branch,2025-09-13 00:00:00,No,Medium,17860,79,3.5,1.57197,13099.75,-4760.25,1.0
674,101885,47,120028,120028,616,8,Hyderabad,Premium,Agent,2022-03-01 00:00:00,Yes,Medium,24646,144,10.0,1.20028,10002.333333333334,-14643.666666666666,1.0
675,101647,27,207779,207779,331,0,Delhi,Premium,Branch,2021-06-01 00:00:00,No,High,6575,76,5.595907928388747,2.07779,17314.916666666668,10739.916666666668,1.0
676,101406,43,109730,109730,818,8,Hyderabad,value,Branch,2023-04-27 00:00:00,No,Low,18393,76,4.2,1.0973,9144.166666666666,-9248.833333333334,1.0
677,101007,55,53141,53141,570,1,Hyderabad,Corporate,Agent,2021-08-10 00:00:00,Yes,High,24646,142,9.1,0.53141,4428.416666666667,-20217.583333333332,1.0
678,100119,18,139999,139999,300,7,Pune,SME,Agent,2024-11-10 00:00:00,Yes,High,42124,12,9.5,1.39999,11666.583333333334,-30457.416666666664,1.0
679,101275,22,91912,91912,617,2,Chennai,Corporate,Mobile,2023-08-21 00:00:00,No,Medium,43137,3,6.5,0.91912,7659.333333333333,-35477.666666666664,1.0
680,100793,61,217018,217018,545,12,Kolkata,Corporate,Online,2026-01-03 00:00:00,Yes,High,42061,64,5.8,2.17018,18084.833333333332,-23976.166666666668,1.0
681,100523,64,70272,70272,470,15,Mumbai,Premium,Mobile,2024-07-22 00:00:00,Yes,High,19119,29,3.8,0.70272,5856.0,-13263.0,1.0
682,100514,61,89178,89178,617,14,Chennai,Premium,Online,2021-11-15 00:00:00,No,Medium,38202,45,4.4,0.89178,7431.5,-30770.5,1.0
683,100082,21,192581,192581,352,4,Bangalore,Premium,Mobile,2024-09-16 00:00:00,Yes,High,44178,116,6.6,1.92581,16048.416666666666,-28129.583333333336,1.0
684,100939,20,161728,161728,481,2,pune,Retail,Branch,2021-02-25 00:00:00,Yes,High,47965,14,1.3,1.61728,13477.333333333334,-34487.666666666664,1.0
685,101042,48,218021,218021,389,0,Delhi,Corporate,Branch,2021-05-22 00:00:00,Yes,High,27689,45,6.5,2.18021,18168.416666666668,-9520.583333333332,1.0
686,100381,34,186099,186099,837,6,Kolkata,Retail,Branch,2021-12-07 00:00:00,No,Low,1928,139,7.8,1.86099,15508.25,13580.25,1.0
687,101822,34,97954,97954,802,14,Kolkata,SME,Branch,2023-07-19 00:00:00,Yes,Low,17696,78,4.5,0.97954,8162.833333333333,-9533.166666666668,1.0
688,101833,47,111516,111516,531,3,Delhi,Corporate,Online,2025-12-19 00:00:00,Yes,High,11130,65,3.0,1.11516,9293.0,-1837.0,1.0
689,100085,35,174859,174859,629,7,Bangalore,Retail,Online,2022-08-16 00:00:00,No,Medium,5725,145,7.9,1.74859,14571.583333333334,8846.583333333334,1.0
690,101712,43,33438,33438,629,0,Mumbai,Retail,Mobile,2021-07-18 00:00:00,,Medium,46708,45,7.4,0.33438,2786.5,-43921.5,1.0
691,101531,47,147788,147788,725,5,Hyderabad,Corporate,Branch,2023-10-12 00:00:00,Yes,Low,1177,77,3.5,1.47788,12315.666666666666,11138.666666666666,1.0
692,100330,22,202235,202235,496,4,Pune,Corporate,Online,2021-07-18 00:00:00,Yes,High,40195,142,4.7,2.02235,16852.916666666668,-23342.083333333332,1.0
693,100007,38,42602,42602,330,4,Hyderabad,Retail,Mobile,2022-04-03 00:00:00,Yes,High,28274,138,8.5,0.42602,3550.1666666666665,-24723.833333333332,1.0
694,101188,47,241739,241739,850,0,Bangalore,Premium,Agent,2021-09-17 00:00:00,No,Low,24646,10,7.3,2.41739,20144.916666666668,-4501.083333333332,1.0
695,101271,52,133821,133821,421,8,Chennai,SME,Branch,2023-04-17 00:00:00,Yes,High,12546,79,5.8,1.33821,11151.75,-1394.25,1.0
696,101819,47,139999,139999,705,3,Hyderabad,Retail,Agent,2024-01-06 00:00:00,Yes,Low,10926,112,3.5,1.39999,11666.583333333334,740.5833333333339,1.0
697,100907,72,160509,160509,829,3,Pune,SME,Online,2025-02-13 00:00:00,Yes,Low,6662,135,4.9,1.60509,13375.75,6713.75,1.0
698,100452,19,89674,89674,633,7,Delhi,SME,Mobile,2024-03-03 00:00:00,Yes,Medium,37848,40,3.2,0.89674,7472.833333333333,-30375.166666666668,1.0
699,100491,19,108310,108310,577,8,Hyderabad,Premium,Mobile,2025-09-04 00:00:00,No,Medium,29344,133,8.5,1.0831,9025.833333333334,-20318.166666666664,1.0
700,101512,45,55682,55682,458,1,Kolkata,Retail,Branch,2023-02-24 00:00:00,Yes,High,3263,138,7.3,0.55682,4640.166666666667,1377.166666666667,1.0
701,100288,23,139999,139999,490,2,Pune,Premium,Mobile,2022-05-23 00:00:00,Yes,High,13133,62,1.2,1.39999,11666.583333333334,-1466.416666666666,1.0
702,100944,54,54984,54984,549,11,Hyderabad,Premium,Agent,2025-11-11 00:00:00,Yes,High,28154,146,1.4,0.54984,4582.0,-23572.0,1.0
703,100100,47,228617,228617,421,11,,SME,Online,2022-03-06 00:00:00,,High,32979,112,3.4,2.28617,19051.416666666668,-13927.583333333332,1.0
